Campagne;Region;Site;Famille;Variete;Num Parcelle;CodeTracabilite;Date;N;P;K
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;27/06/23;2,5302483;0;0,6294
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;03/07/23;2,5302483;0;0,6294
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;09/07/23;0;0;0,6294
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;14/07/23;0;0;0,6294
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;18/07/23;0;0;0,6294
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;22/07/23;1,26512415;0;0,3147
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;25/07/23;3,0046686;0;4,48458
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;31/07/23;1,4426175;0;3,77649
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;05/08/23;2,5302483;0;3,77649
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;07/08/23;0,0092268;0;0
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;09/08/23;2,5302483;0;3,77649
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;15/08/23;0;0;3,77649
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;19/08/23;0;0;3,77649
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;26/08/23;0;0;3,77649
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;02/09/23;0;0;3,77649
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;06/09/23;0;0;3,77649
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;15/09/23;0;0;3,77649
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;19/09/23;0;0;3,77649
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;25/09/23;0;0;3,77649
22/23;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;29/09/23;0;0;3,77649
22/23;SOUSS;Ouled Abbou;SPA;SPA1;21032;TR21032;06/07/23;0;0;0,018
22/23;SOUSS;Ouled Abbou;SPA;SPA1;21032;TR21032;20/09/23;4,8584376;0;0
22/23;SOUSS;Ouled Abbou;SPA;SPA1;21032;TR21032;23/09/23;1,9491;0,81435;0,889995
22/23;SOUSS;Ouled Abbou;SPA;SPA1;21032;TR21032;27/09/23;1,9491;0,81435;0,889995
22/23;SOUSS;Ouled Abbou;SPA;SPA1;21032;TR21032;30/09/23;1,9491;0,81435;0,889995
22/23;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;03/02/23;0,09;0;0,09
22/23;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;31/03/23;0,0635274;0;0,0635274
22/23;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;06/07/23;0,0285876;0;0,0285876
22/23;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;23/09/23;2,4361998;1,0178643;1,112415
22/23;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;27/09/23;2,4361998;1,0178643;1,112415
22/23;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;30/09/23;2,4361998;1,0178643;1,112415
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;21/10/22;0,1160946;0;0,0580464
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;05/01/23;0;0;0,18
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;31/01/23;0,144;0;0,144
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;01/02/23;0,036;0;0,036
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;08/02/23;0,0168777;0,0843885;0,00843885
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;20/02/23;0,012;0,06;0,006
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;27/03/23;0,18;0;0,18
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;19/04/23;0,0969066;0;0,0969066
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;20/04/23;0,12528;0;0,12528
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;26/04/23;8,1;0;0
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;08/06/23;0,0042855;0,0214275;0,00214275
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;09/06/23;0,0111222;0,055611;0,0055611
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;03/07/23;0,0697158;0;0,0697158
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;04/07/23;0,1456002;0;0,1456002
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;21/07/23;0,015;0,075;0,0975
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;04/09/23;0,0049584;0,024792;0,0619818
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;05/09/23;0,0045981;0,0229905;0,05747805
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;25/09/23;4,2126165;1,7600574;1,92357
22/23;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;28/09/23;4,2126165;1,7600574;1,92357
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;24/10/22;0,0720306;0;0,0360144
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;25/10/22;0,0470412;0;0,0235206
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;03/01/23;0;0;0,0927522
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;04/01/23;0;0;0,0387756
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;26/01/23;0,0318636;0;0,0318636
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;07/02/23;0,0125418;0,062709;0,0062709
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;16/03/23;0,0775512;0;0,0775512
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;18/04/23;0,0665226;0;0,0665226
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;19/05/23;8,1;0;0
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;16/06/23;0,117;0,045;0,0045
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;03/07/23;0,043992;0;0,043992
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;05/09/23;0,0029016;0,014508;0,03627
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;07/09/23;0;0;0,057546
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;23/09/23;3,0443391;1,2719415;1,39011
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;27/09/23;3,0443391;1,2719415;1,39011
22/23;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;30/09/23;3,0443391;1,2719415;1,39011
22/23;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;24/10/22;0,0282798;0;0,014139
22/23;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;04/01/23;0;0;0,0152226
22/23;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;08/02/23;0,0041814;0,020907;0,0020907
22/23;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;16/03/23;0,030447;0;0,030447
22/23;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;25/03/23;0,04356;0;0,04356
22/23;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;05/07/23;0,0366408;0;0,0366408
22/23;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;25/09/23;1,04358885;0,4360158;0,47652
22/23;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;28/09/23;1,04358885;0,4360158;0,47652
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;22/10/22;0,2673504;0;0,1336752
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;23/10/22;0,18;0;0,09
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;25/10/22;0,0486;0;0,0243
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;19/01/23;0,09;0;0,09
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;21/01/23;0,163636364;0;0,163636364
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;26/01/23;0,1262394;0;0,1262394
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;27/01/23;0,0994464;0;0,0994464
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;28/01/23;0,108;0;0,108
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;02/02/23;0,0306;0;0,0306
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;09/02/23;0,03;0,15;0,015
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;20/02/23;0,03;0,15;0,015
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;21/02/23;0,0261;0,1305;0,01305
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;29/03/23;0,252;0;0,252
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;30/03/23;0,2339388;0;0,2339388
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;25/04/23;8,1;0;0
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;28/04/23;0;0;0,18
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;29/04/23;0;0;0,18
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;02/05/23;0;0;0,1026
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;06/06/23;0,012;0,06;0,006
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;07/06/23;0,012;0,06;0,006
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;08/06/23;0,0107142;0,053571;0,0053571
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;01/07/23;0,36;0;0,36
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;03/07/23;0,1742904;0;0,1742904
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;22/07/23;0;0;0,18
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;24/07/23;0;0;0,159138
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;25/07/23;0;0;0,162
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;29/08/23;0,015;0,075;0,1875
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;30/08/23;0,015;0,075;0,1875
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;31/08/23;0,0111;0,0555;0,13875
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;23/09/23;12,0806295;5,0473779;5,516265
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;25/09/23;10,53171;4,400235;4,809
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;27/09/23;12,0806295;5,0473779;5,516265
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;28/09/23;10,53171;4,400235;4,809
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;30/09/23;12,0806295;5,0473779;5,516265
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;21/10/22;0,0614988;0;0,0307494
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;22/10/22;0,0566478;0;0,028323
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;29/12/22;0;0;0,0651312
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;20/01/23;0,0459774;0;0,0459774
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;07/02/23;0,0105285;0,0526425;0,00526425
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;08/02/23;0,0089406;0,044703;0,0044703
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;25/03/23;0,0931374;0;0,0931374
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;18/04/23;0,0558432;0;0,0558432
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;19/04/23;0,0513324;0;0,0513324
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;22/05/23;0;0;0,095526
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;10/06/23;0,0075987;0,0379935;0,00379935
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;05/07/23;0,078345;0;0,078345
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;31/08/23;0,0023517;0,0117585;0,02939805
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;01/09/23;0,0031101;0,0155505;0,03887805
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;25/09/23;2,23157625;0,9323667;1,01898
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;28/09/23;2,23157625;0,9323667;1,01898
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;21/10/22;0,0404766;0;0,0202374
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;29/12/22;0;0;0,042867
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;03/01/23;0;0;0,051246
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;20/01/23;0,0302598;0;0,0302598
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;07/02/23;0,0069294;0,034647;0,0034647
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;25/03/23;0,0613008;0;0,0613008
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;18/04/23;0,0367542;0;0,0367542
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;22/05/23;0;0;0,0628722
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;09/06/23;0,0038775;0,0193875;0,00193875
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;10/06/23;0,005001;0,025005;0,0025005
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;05/07/23;0,0515646;0;0,0515646
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;31/08/23;0,001548;0,00774;0,01935
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;25/09/23;1,46886315;0,6136905;0,67071
22/23;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;28/09/23;1,46886315;0,6136905;0,67071
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;24/10/22;0,2311506;0;0,1155744
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;25/10/22;0,150957;0;0,0754776
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;20/01/23;0,1757592;0;0,1757592
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;23/01/23;0,18;0;0,18
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;27/01/23;0,0805518;0;0,0805518
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;31/03/23;0,2551734;0;0,2551734
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;01/04/23;0,126;0;0,126
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;08/05/23;8,1;0;0
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;06/07/23;0,1148274;0;0,1148274
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;07/07/23;0;0;0,18
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;08/07/23;0;0;0,18
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;01/09/23;0,0118896;0,059448;0,14862
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;02/09/23;0,015;0,075;0,1875
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;04/09/23;0,0100413;0,0502065;0,12551625
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;20/09/23;24,39156195;0;0
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;25/09/23;8,5307709;3,5642178;3,89532
22/23;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;28/09/23;8,5307709;3,5642178;3,89532
22/23;SOUSS;Ouled Abbou;SPA;SPA9;21091;TR21091;24/10/22;0,0285372;0;0,0142686
22/23;SOUSS;Ouled Abbou;SPA;SPA9;21091;TR21091;21/01/23;0,016363636;0;0,016363636
22/23;SOUSS;Ouled Abbou;SPA;SPA9;21091;TR21091;30/03/23;0,0233928;0;0,0233928
22/23;SOUSS;Ouled Abbou;SPA;SPA9;21091;TR21091;20/04/23;0,03132;0;0,03132
22/23;SOUSS;Ouled Abbou;SPA;SPA9;21091;TR21091;04/07/23;0,0363996;0;0,0363996
22/23;SOUSS;Ouled Abbou;SPA;SPA9;21091;TR21091;05/07/23;0,0369738;0;0,0369738
22/23;SOUSS;Ouled Abbou;SPA;SPA9;21091;TR21091;07/09/23;0;0;0,022797
22/23;SOUSS;Ouled Abbou;SPA;SPA9;21091;TR21091;25/09/23;1,05306975;0,4399686;0,480855
22/23;SOUSS;Ouled Abbou;SPA;SPA9;21091;TR21091;28/09/23;1,05306975;0,4399686;0,480855
22/23;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;04/01/23;0;0;0,0175806
22/23;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;26/01/23;0,005346;0;0,005346
22/23;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;21/02/23;0,0031497;0,0157485;0,00157485
22/23;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;07/09/23;0;0;0,0096552
22/23;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;23/09/23;0,50738925;0,2119872;0,231675
22/23;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;27/09/23;0,50738925;0,2119872;0,231675
22/23;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;30/09/23;0,50738925;0,2119872;0,231675
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;20/10/22;0,108;0;0,054
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;21/10/22;0,1419264;0;0,0709632
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;01/02/23;0,144;0;0,144
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;02/02/23;0,0774;0;0,0774
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;05/04/23;0,18;0;0,18
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;06/04/23;0,045;0;0,045
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;17/04/23;0,126;0;0,126
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;18/04/23;0,1288764;0;0,1288764
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;20/05/23;8,1;0;0
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;04/07/23;0,1779966;0;0,1779966
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;06/09/23;0;0;0,18
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;23/09/23;5,9074812;2,4681942;2,69748
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;27/09/23;5,9074812;2,4681942;2,69748
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;30/09/23;5,9074812;2,4681942;2,69748
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;25/10/22;0,0468;0;0,0234
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;04/01/23;0;0;0,0544176
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;26/01/23;0,0165474;0;0,0165474
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;21/02/23;0,00975;0,04875;0,004875
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;30/03/23;0,0306666;0;0,0306666
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;31/03/23;0,0412956;0;0,0412956
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;19/04/23;0,0317574;0;0,0317574
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;05/07/23;0,0484704;0;0,0484704
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;06/07/23;0,0185832;0;0,0185832
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;24/07/23;0;0;0,0208602
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;23/09/23;1,5866751;0,6629175;0,7245
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;27/09/23;1,5866751;0,6629175;0,7245
22/23;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;30/09/23;1,5866751;0,6629175;0,7245
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;03/10/22;0,94984665;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;05/10/22;0,94984665;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;07/10/22;1,89970965;0,426024;1,04763
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;09/10/22;1,00851315;0,213012;0,6176814
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;11/10/22;0,94984665;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;13/10/22;0,94984665;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;15/10/22;0,94984665;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;17/10/22;0,5692023;0,213012;0,3492
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;19/10/22;0,5692023;0,213012;0,3492
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;21/10/22;0,5692023;0,213012;0,3492
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;22/10/22;0,5692023;0,213012;0,3492
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;23/10/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;25/10/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;27/10/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;29/10/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;02/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;04/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;05/11/22;2,03660025;0,426024;1,04763
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;06/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;10/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;12/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;14/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;16/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;18/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;20/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;21/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;22/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;24/11/22;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;26/11/22;2,0365797;0,426024;1,04763
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;02/01/23;1,43828985;0,812562;1,063515
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;05/01/23;1,01828985;0,213012;0,523815
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;12/01/23;2,03660025;0,426024;1,04763
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;17/01/23;2,8512333;0,5964336;1,466685
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;21/01/23;1,2219588;0,2556144;0,628575
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;28/01/23;2,20702515;1,7041509;0,698415
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;31/01/23;2,20702515;1,7041509;0,698415
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;06/02/23;2,20702515;1,7041509;0,698415
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;08/02/23;1,10350575;0,8520663;0,3492
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;11/02/23;1,10350575;0,8520663;0,3492
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;23/02/23;1,98505095;1,5327531;0,62817
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;26/02/23;2,42617905;1,873371;0,767775
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;04/03/23;2,4813189;1,9159551;0,78522
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;07/03/23;1,9299147;1,8321873;0,838725
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;10/03/23;3,4738512;2,6823408;1,09932
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;13/03/23;3,4738512;2,6823408;1,09932
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;16/03/23;1,87477485;1,4476032;0,59328
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;19/03/23;3,4738512;2,6823408;1,09932
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;22/03/23;3,6018501;1,7882211;2,04159
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;25/03/23;2,3556825;1,2773034;2,09394
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;27/03/23;1,96306875;1,0644195;1,74495
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;29/03/23;1,88454255;1,0218354;1,675155
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;31/03/23;4,39727385;2,3842887;3,9087
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;03/04/23;0;0;0,009
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;08/04/23;2,4059349;1,5327531;1,570455
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;11/04/23;2,4059349;1,5327531;1,570455
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;14/04/23;2,4059349;1,5327531;1,570455
22/23;SOUSS;Taroudant;AF;AF1;21040;TR21040;17/04/23;3,21692685;2,0436891;2,09394
