Campagne;Region;Site;Famille;Variete;Num Parcelle;CodeTracabilite;Date;N;P;K
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;28/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;29/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;30/08/23;2,3763213;0;2,32062
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;31/08/23;2,3763213;0;2,32062
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;01/09/23;2,6403597;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;02/09/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;04/09/23;2,6403597;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;05/09/23;2,6403597;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;06/09/23;2,3034399;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;07/09/23;5,5523184;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;08/09/23;2,9738421;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;09/09/23;2,9738421;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;11/09/23;2,9738421;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;12/09/23;2,9738421;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;14/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;15/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;16/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;18/09/23;2,9738421;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;19/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;20/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;21/09/23;1,3923759;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;22/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;23/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;25/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;26/09/23;1,99402155;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;27/09/23;2,3034399;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;28/09/23;2,3034399;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;29/09/23;1,15171995;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;30/09/23;1,15171995;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;01/10/22;0,4685877;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;03/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;04/10/22;0,4685877;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;06/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;08/10/22;0,5504121;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;10/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;11/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;12/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;13/10/22;0,5504121;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;17/10/22;0,5504121;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;18/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;22/10/22;0,4685877;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;24/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;27/10/22;0,4709943;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;28/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;01/11/22;0,28792245;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;02/11/22;0,28792245;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;08/11/22;0,37214925;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;10/11/22;0,28792245;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;14/11/22;0,37214925;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;16/11/22;0,28792245;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;10/12/22;0;0,696186;0,464124
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;28/12/22;0;2,2045833;1,4697222
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;03/01/23;0,1168908;0;0,4675632
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;18/02/23;0;0,696186;0,464124
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;01/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;07/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;09/03/23;0,1547064;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;11/03/23;0,1547064;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;13/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;14/03/23;4,9162962;1,5728667;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;15/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;16/03/23;4,9162962;1,5728667;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;17/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;18/03/23;4,9162962;1,5728667;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;20/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;21/03/23;4,9162962;1,5728667;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;22/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;23/03/23;0,7364112;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;25/03/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;27/03/23;4,09186965;1,5728667;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;28/03/23;2,0459259;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;29/03/23;4,09186965;1,5728667;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;30/03/23;2,0459259;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;31/03/23;2,0459259;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;01/04/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;03/04/23;4,09186965;1,5728667;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;04/04/23;2,0459259;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;05/04/23;2,0459259;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;07/04/23;0,1547085;0;0,2475336
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;08/04/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;10/04/23;5,2435896;1,5728667;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;12/04/23;2,6217909;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;13/04/23;5,2435896;1,5728667;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;14/04/23;2,6217909;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;15/04/23;0,0773535;0;0,1237656
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;17/04/23;2,8370097;1,0485717;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;18/04/23;2,8370097;1,0485717;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;20/04/23;2,8370097;1,0485717;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;21/04/23;2,8370097;1,0485717;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;22/04/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;25/04/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;26/04/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;27/04/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;28/04/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;29/04/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;01/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;02/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;03/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;04/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;06/05/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;08/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;09/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;10/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;11/05/23;1,52164095;1,0485717;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;13/05/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;15/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;16/05/23;1,52164095;1,0485717;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;18/05/23;1,52164095;1,0485717;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;19/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;20/05/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;23/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;24/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;25/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;27/05/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;30/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;31/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;02/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;05/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;06/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;07/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;08/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;09/06/23;4,9245468;0,5940702;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;10/06/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;12/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;13/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;14/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;15/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;17/06/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;19/06/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;20/06/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;21/06/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;22/06/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;23/06/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;24/06/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;26/06/23;1,39477815;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;27/06/23;1,23113355;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;03/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;04/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;05/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;06/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;07/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;08/07/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;10/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;12/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;13/07/23;1,68288285;0,297027;1,5814662
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;15/07/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;17/07/23;1,68288285;0,297027;1,5814662
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;18/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;19/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;21/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;22/07/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;24/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;25/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;26/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;28/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;29/07/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;31/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;01/08/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;02/08/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;04/08/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;05/08/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;07/08/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;08/08/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;09/08/23;1,31536455;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;10/08/23;2,3512935;0;2,32062
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;12/08/23;0,39966285;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;14/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;18/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;22/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;23/08/23;1,65537885;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;24/08/23;1,64420535;0;1,1895192
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;25/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;26/08/23;3,2849775;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;28/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;29/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;30/08/23;2,3763213;0;2,32062
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;31/08/23;2,3763213;0;2,32062
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;01/09/23;2,6403597;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;02/09/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;04/09/23;2,6403597;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;05/09/23;2,6403597;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;06/09/23;2,3034399;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;07/09/23;5,5523184;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;08/09/23;2,9738421;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;09/09/23;2,9738421;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;11/09/23;2,9738421;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;12/09/23;2,9738421;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;14/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;15/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;16/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;18/09/23;2,9738421;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;19/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;20/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;21/09/23;1,3923759;0;2,3721924
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;22/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;23/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;25/09/23;1,48692105;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;26/09/23;1,99402155;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;27/09/23;2,3034399;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;28/09/23;2,3034399;0;2,57847
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;29/09/23;1,15171995;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;30/09/23;1,15171995;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;01/10/22;0,4459476;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;03/10/22;0,3680796;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;04/10/22;0,4459476;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;06/10/22;0,3680796;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;08/10/22;0,5238198;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;10/10/22;0,3680796;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;11/10/22;0,3680796;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;12/10/22;0,3680796;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;13/10/22;0,5238198;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;17/10/22;0,5238198;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;18/10/22;0,3680796;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;22/10/22;0,4459476;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;24/10/22;0,3680796;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;27/10/22;0,4482366;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;28/10/22;0,3680796;0,2494656;1,1287848
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;01/11/22;0,27401325;0;1,22694
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;02/11/22;0,27401325;0;1,22694
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;08/11/22;0,35417025;0;1,22694
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;10/11/22;0,27401325;0;1,22694
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;14/11/22;0,35417025;0;1,22694
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;16/11/22;0,27401325;0;1,22694
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;10/12/22;0;0,662553;0,441702
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;28/12/22;0;2,0980845;1,398723
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;03/01/23;0,1112436;0;0,4449744
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;18/02/23;0;0,662553;0,441702
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;01/03/23;2,33938905;0,7484334;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;07/03/23;2,33938905;0,7484334;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;09/03/23;0,1472328;0,7484334;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;11/03/23;0,1472328;0,7484334;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;13/03/23;2,33938905;0,7484334;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;14/03/23;4,6787781;1,4968668;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;15/03/23;2,33938905;0,7484334;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;16/03/23;4,6787781;1,4968668;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;17/03/23;2,33938905;0,7484334;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;18/03/23;4,6787781;1,4968668;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;20/03/23;2,33938905;0,7484334;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;21/03/23;4,6787781;1,4968668;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;22/03/23;2,33938905;0,7484334;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;23/03/23;0,700833;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;25/03/23;0,5071383;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;27/03/23;3,89417535;1,4968668;3,271875
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;28/03/23;1,94708265;0,7484334;1,63593
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;29/03/23;3,89417535;1,4968668;3,271875
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;30/03/23;1,94708265;0,7484334;1,63593
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;31/03/23;1,94708265;0,7484334;1,63593
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;01/04/23;0,5071383;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;03/04/23;3,89417535;1,4968668;3,271875
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;04/04/23;1,94708265;0,7484334;1,63593
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;05/04/23;1,94708265;0,7484334;1,63593
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;07/04/23;0,147234;0;0,2355744
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;08/04/23;0,5071383;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;10/04/23;4,9902585;1,4968668;3,271875
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;12/04/23;2,49512925;0,7484334;1,63593
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;13/04/23;4,9902585;1,4968668;3,271875
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;14/04/23;2,49512925;0,7484334;1,63593
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;15/04/23;0,073617;0;0,1177872
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;17/04/23;2,69994825;0,9979173;3,271875
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;18/04/23;2,69994825;0,9979173;3,271875
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;20/04/23;2,69994825;0,9979173;3,271875
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;21/04/23;2,69994825;0,9979173;3,271875
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;22/04/23;0,5071383;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;25/04/23;1,3499673;0,4989495;1,63593
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;26/04/23;1,2518133;0;1,63593
