Campagne;Region;Site;Famille;Variete;Num Parcelle;CodeTracabilite;Date Plantation;Date Arrachage;Porte Greffe;Sup Debut Camp;Sup Plantee;Sup Arrachee;Sup Fin Camp;;
21/22;HAOUZ;Benguérir;AF;AF1;10108;TR11000;01/06/14;;PG6;1,2842;0,0000;0,0000;1,2842;;
21/22;HAOUZ;Benguérir;AF;AF1;10109;TR11000;01/06/14;;PG6;1,0929;0,0000;0,0000;1,0929;;
21/22;HAOUZ;Benguérir;AF;AF1;10111;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;10112;TR11000;01/06/14;;PG6;1,3706;0,0000;0,0000;1,3706;;
21/22;HAOUZ;Benguérir;AF;AF1;10113;TR11000;01/06/14;;PG6;1,0839;0,0000;0,0000;1,0839;;
21/22;HAOUZ;Benguérir;AF;AF1;10114;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;10115;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;10116;TR11000;01/06/14;;PG6;1,0742;0,0000;0,0000;1,0742;;
21/22;HAOUZ;Benguérir;AF;AF1;10117;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;10118;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;10119;TR11000;01/06/14;;PG6;1,0742;0,0000;0,0000;1,0742;;
21/22;HAOUZ;Benguérir;AF;AF1;10121;TR11000;01/06/14;;PG6;1,1680;0,0000;0,0000;1,1680;;
21/22;HAOUZ;Benguérir;AF;AF1;10122;TR11000;01/06/14;;PG6;1,1635;0,0000;0,0000;1,1635;;
21/22;HAOUZ;Benguérir;AF;AF1;20123;TR20000;01/06/14;30/09/22;PG3;1,0742;0,0000;1,0742;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20124;TR20000;01/06/14;30/09/22;PG3;1,1675;0,0000;1,1675;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20125;TR20000;01/06/14;30/09/22;PG3;1,1675;0,0000;1,1675;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20126;TR20000;01/06/14;30/09/22;PG3;1,0929;0,0000;1,0929;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20127;TR20000;01/06/14;30/09/22;PG3;1,1678;0,0000;1,1678;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20128;TR20000;01/06/14;30/09/22;PG3;1,1401;0,0000;1,1401;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20129;TR20000;01/06/14;30/09/22;PG3;1,1116;0,0000;1,1116;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20131;TR20000;01/06/14;30/09/22;PG3;1,1678;0,0000;1,1678;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20132;TR20000;01/06/14;30/09/22;PG3;0,6809;0,0000;0,6809;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20133;TR20000;01/06/14;30/09/22;PG3;1,1116;0,0000;1,1116;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20134;TR20000;01/06/14;30/09/22;PG3;1,1678;0,0000;1,1678;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20135;TR20000;01/06/14;30/09/22;PG3;1,1300;0,0000;1,1300;0,4000;;
21/22;HAOUZ;Benguérir;AF;AF1;20136;TR20000;01/06/14;30/09/30;PG3;1,0436;0,0000;0,0000;1,0436;;
21/22;HAOUZ;Benguérir;AF;AF1;20137;TR20000;01/06/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;20138;TR20000;01/06/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;20139;TR20000;01/06/14;30/09/30;PG3;0,8351;0,0000;0,0000;0,8351;;
21/22;HAOUZ;Benguérir;AF;AF1;20141;TR20000;01/06/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;20142;TR20000;01/06/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;20143;TR20000;01/06/14;30/09/30;PG3;1,0958;0,0000;0,0000;1,0958;;
21/22;HAOUZ;Benguérir;AF;AF1;20144;TR20000;01/06/14;30/09/30;PG3;1,0122;0,0000;0,0000;1,0122;;
21/22;HAOUZ;Benguérir;AF;AF1;30145;TR30200;01/07/14;;PG6;1,1142;0,0000;0,0000;1,1142;;
21/22;HAOUZ;Benguérir;AF;AF1;30146;TR30200;01/07/14;;PG6;1,2690;0,0000;0,0000;1,2690;;
21/22;HAOUZ;Benguérir;AF;AF1;30147;TR30200;01/07/14;;PG6;0,6190;0,0000;0,0000;0,6190;;
21/22;HAOUZ;Benguérir;AF;AF1;30148;TR30200;01/07/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;30149;TR30200;01/07/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;30151;TR30200;01/07/14;;PG6;0,9755;0,0000;0,0000;0,9755;;
21/22;HAOUZ;Benguérir;AF;AF1;30152;TR30200;01/07/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;30153;TR30200;01/07/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;30154;TR30200;01/07/14;;PG6;1,1307;0,0000;0,0000;1,1307;;
21/22;HAOUZ;Benguérir;AF;AF1;30155;TR30100;01/07/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;30156;TR30200;01/07/14;30/09/30;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;30157;TR30200;01/07/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;30158;TR30200;01/07/14;;PG6;1,2071;0,0000;0,0000;1,2071;;
21/22;HAOUZ;Benguérir;AF;AF1;30159;TR30100;01/07/14;30/09/30;PG3;1,1577;0,0000;0,0000;1,1577;;
21/22;HAOUZ;Benguérir;AF;AF1;30161;TR30100;01/07/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;30162;TR30200;01/07/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;30163;TR30200;01/07/14;;PG6;1,1491;0,0000;0,0000;1,1491;;
21/22;HAOUZ;Benguérir;AF;AF1;30164;TR30100;01/07/14;30/09/30;PG3;0,6996;0,0000;0,0000;0,6996;;
21/22;HAOUZ;Benguérir;AF;AF1;30165;TR30100;01/07/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;40166;TR40100;01/07/14;;PG4;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;40167;TR40100;01/07/14;;PG4;1,1491;0,0000;0,0000;1,1491;;
21/22;HAOUZ;Benguérir;AF;AF1;40168;TR40100;01/07/14;;PG4;1,1495;0,0000;0,0000;1,1495;;
21/22;HAOUZ;Benguérir;AF;AF1;40169;TR40100;01/07/14;;PG4;1,1675;0,0000;0,0000;1,1675;;
21/22;HAOUZ;Benguérir;AF;AF1;40171;TR40100;01/07/14;;PG4;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;40172;TR40100;01/07/14;;PG4;1,1491;0,0000;0,0000;1,1491;;
21/22;HAOUZ;Benguérir;AF;AF1;40173;TR40100;01/07/14;;PG4;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;40174;TR40100;01/07/14;;PG4;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;40175;TR40100;01/07/14;;PG4;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;40176;TR40100;01/07/14;;PG4;1,1491;0,0000;0,0000;1,1491;;
21/22;HAOUZ;Benguérir;AF;AF1;40177;TR40200;01/07/14;;PG9;1,1491;0,0000;0,0000;1,1491;;
21/22;HAOUZ;Benguérir;AF;AF1;40178;TR40100;01/07/14;;PG4;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;40179;TR40100;01/07/14;;PG4;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;40181;TR40100;01/07/14;;PG4;1,1491;0,0000;0,0000;1,1491;;
21/22;HAOUZ;Benguérir;AF;AF1;40182;TR40200;01/07/14;;PG9;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;40183;TR40200;01/07/14;;PG9;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;40184;TR40200;01/07/14;;PG9;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;40185;TR40100;01/07/14;;PG4;1,1491;0,0000;0,0000;1,1491;;
21/22;HAOUZ;Benguérir;AF;AF1;50186;TR50100;09/06/15;;PG9;1,3162;0,0000;0,0000;1,3162;;
21/22;HAOUZ;Benguérir;AF;AF1;50187;TR50100;09/06/15;;PG9;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;50188;TR50100;09/06/15;;PG9;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;50189;TR50100;09/06/15;;PG9;1,1491;0,0000;0,0000;1,1491;;
21/22;HAOUZ;Benguérir;AF;AF1;50191;TR50100;07/03/16;30/09/30;PG9;1,1790;0,0000;0,0000;1,1790;;
21/22;HAOUZ;Benguérir;AF;AF1;50192;TR50100;10/06/15;;PG9;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;50193;TR50100;10/06/15;;PG9;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;50194;TR50100;10/06/15;;PG9;1,1491;0,0000;0,0000;1,1491;;
21/22;HAOUZ;Benguérir;AF;AF1;50195;TR50100;07/03/16;30/09/30;PG9;0,8750;0,0000;0,0000;0,8750;;
21/22;HAOUZ;Benguérir;AF;AF1;50196;TR50100;07/03/16;30/09/30;PG9;1,3558;0,0000;0,0000;1,3558;;
21/22;HAOUZ;Benguérir;AF;AF1;50197;TR50200;07/03/16;30/09/30;PG10;1,1556;0,0000;0,0000;1,1556;;
21/22;HAOUZ;Benguérir;AF;AF1;50198;TR50200;07/03/16;30/09/30;PG10;1,1491;0,0000;0,0000;1,1491;;
21/22;HAOUZ;Benguérir;AF;AF1;50199;TR50200;07/03/16;30/09/30;PG10;1,1174;0,0000;0,0000;1,1174;;
21/22;HAOUZ;Benguérir;AF;AF1;51101;TR50200;07/03/16;;PG10;1,1678;0,0000;0,0000;1,1678;;
21/22;HAOUZ;Benguérir;AF;AF1;51102;TR50200;07/03/16;;PG10;0,8505;0,0000;0,0000;0,8505;;
21/22;HAOUZ;Benguérir;AF;AF1;51103;TR50200;07/03/16;;PG10;1,1677;0,0000;0,0000;1,1677;;
21/22;HAOUZ;Benguérir;AF;AF1;51104;TR50200;07/03/16;;PG11;0,6406;0,0000;0,0000;0,6406;;
21/22;HAOUZ;Benguérir;AF;AF1;51105;TR50200;07/03/16;;PG12;1,1677;0,0000;0,0000;1,1677;;
21/22;HAOUZ;Benguérir;AF;AF1;51106;TR50200;07/03/16;;PG11;1,1012;0,0000;0,0000;1,1012;;
21/22;HAOUZ;Benguérir;AF;AF1;51107;TR50200;07/03/16;;PG12;0,6521;0,0000;0,0000;0,6521;;
21/22;ORIENTAL;Cherraa;AF;AF1;11043;TR11600;30/06/14;30/06/50;PG8;1,0300;0,0000;0,0000;1,0300;;
21/22;ORIENTAL;Cherraa;AF;AF1;11076;TR11076;08/08/19;;PG3;0,8020;0,0000;0,0000;0,8020;;
21/22;ORIENTAL;Cherraa;AF;AF1;11077;TR11077;07/08/19;;PG3;1,6600;0,0000;0,0000;1,6600;;
21/22;ORIENTAL;Cherraa;AF;AF1;11078;TR11078;07/08/19;;PG3;2,1280;0,0000;0,0000;2,1280;;
21/22;ORIENTAL;Cherraa;AF;AF1;11079;TR11079;14/08/19;;PG6;1,6570;0,0000;0,0000;1,6570;;
21/22;ORIENTAL;Cherraa;AF;AF1;11080;TR11080;06/08/19;;PG3;0,9490;0,0000;0,0000;0,9490;;
21/22;ORIENTAL;Cherraa;AF;AF1;11081;TR11081;31/07/19;;PG3;1,4260;0,0000;0,0000;1,4260;;
21/22;ORIENTAL;Cherraa;AF;AF1;11082;TR11082;27/07/19;;PG6;2,0170;0,0000;0,0000;2,0170;;
21/22;ORIENTAL;Cherraa;AF;AF1;11083;TR11083;01/07/19;;PG6;1,6270;0,0000;0,0000;1,6270;;
21/22;ORIENTAL;Cherraa;AF;AF1;11084;TR11084;01/07/19;;PG6;2,3080;0,0000;0,0000;2,3080;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11001;TR11300;16/06/12;20/02/22;PG4;1,0300;0,0000;1,0300;0,4000;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11002;TR11300;01/01/12;20/02/22;PG4;1,2730;0,0000;1,2730;0,4000;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11003;TR11300;12/06/12;20/02/22;PG4;1,2700;0,0000;1,2700;0,4000;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11004;TR11300;13/06/12;20/02/22;PG4;1,6600;0,0000;1,6600;0,4000;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11005;TR11300;01/01/12;20/02/22;PG4;1,8940;0,0000;1,8940;0,4000;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11006;TR11300;12/06/12;20/02/22;PG4;0,9910;0,0000;0,9910;0,4000;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11007;TR11300;08/06/12;20/02/22;PG4;1,6600;0,0000;1,6600;0,4000;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11008;TR11400;09/06/12;20/02/22;PG2;1,6600;0,0000;1,6600;0,4000;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11009;TR11400;10/06/12;20/02/22;PG2;1,6600;0,0000;1,6600;0,4000;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11010;TR11400;08/06/12;20/02/22;PG2;1,1800;0,0000;1,1800;0,4000;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11011;TR11400;10/06/12;20/02/22;PG2;2,0380;0,0000;2,0380;0,4000;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11012;TR11100;20/07/11;;PG2;1,6600;0,0000;0,0000;1,6600;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11013;TR11100;23/06/11;;PG2;1,6600;0,0000;0,0000;1,6600;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11014;TR11100;03/06/11;;PG2;1,5880;0,0000;0,0000;1,5880;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11015;TR11200;23/06/11;;PG6;1,8070;0,0000;0,0000;1,8070;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11016;TR11100;31/05/11;;PG2;1,7260;0,0000;0,0000;1,7260;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11017;TR11100;01/06/11;;PG2;1,6600;0,0000;0,0000;1,6600;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11018;TR11100;02/06/11;;PG2;1,6600;0,0000;0,0000;1,6600;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11019;TR11100;02/06/11;;PG2;1,5880;0,0000;0,0000;1,5880;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11020;TR11200;22/06/11;;PG6;1,6600;0,0000;0,0000;1,6600;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11021;TR11200;21/06/11;;PG6;1,5430;0,0000;0,0000;1,5430;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11022;TR11200;03/06/11;;PG6;1,9210;0,0000;0,0000;1,9210;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11023;TR11200;04/06/11;;PG6;1,6600;0,0000;0,0000;1,6600;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11024;TR11200;04/06/11;;PG6;1,5880;0,0000;0,0000;1,5880;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11025;TR11200;21/06/11;;PG6;1,6540;0,0000;0,0000;1,6540;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11026;TR11200;22/06/11;;PG6;1,0330;0,0000;0,0000;1,0330;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11027;TR11200;05/06/11;;PG6;1,3150;0,0000;0,0000;1,3150;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11028;TR11200;05/06/11;;PG6;1,4860;0,0000;0,0000;1,4860;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11029;TR11200;24/06/11;;PG6;1,1350;0,0000;0,0000;1,1350;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11030;TR11200;21/07/11;;PG6;1,5520;0,0000;0,0000;1,5520;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11031;TR11500;03/06/12;;PG2;1,2160;0,0000;0,0000;1,2160;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11032;TR11500;04/06/12;;PG2;1,0870;0,0000;0,0000;1,0870;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11033;TR11200;22/07/11;;PG6;1,2760;0,0000;0,0000;1,2760;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11034;TR11500;03/06/12;;PG2;1,4440;0,0000;0,0000;1,4440;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11035;TR11500;04/06/12;;PG2;1,5370;0,0000;0,0000;1,5370;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11036;TR11500;05/06/12;;PG2;1,1320;0,0000;0,0000;1,1320;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11037;TR11500;05/06/12;;PG2;2,0950;0,0000;0,0000;2,0950;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11038;TR11500;06/06/12;;PG2;1,7290;0,0000;0,0000;1,7290;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11039;TR11500;06/06/12;;PG2;1,5130;0,0000;0,0000;1,5130;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11040;TR11500;07/06/12;;PG2;2,0380;0,0000;0,0000;2,0380;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11041;TR11500;07/06/12;;PG2;1,7260;0,0000;0,0000;1,7260;;
21/22;ORIENTAL;Cherraa;CLA;CLA5;11042;TR11500;17/06/12;;PG2;0,7450;0,0000;0,0000;0,7450;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11044;TR11044;07/06/19;01/06/50;PG6;1,2940;0,0000;0,0000;1,2940;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11045;TR11045;02/06/19;;PG6;1,6450;0,0000;0,0000;1,6450;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11046;TR11046;22/05/19;;PG6;1,6720;0,0000;0,0000;1,6720;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11047;TR11047;29/07/19;;PG3;1,6690;0,0000;0,0000;1,6690;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11048;TR11048;26/05/19;01/06/50;PG6;1,3900;0,0000;0,0000;1,3900;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11049;TR11049;17/05/19;01/06/50;PG6;1,3750;0,0000;0,0000;1,3750;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11050;TR11050;29/07/19;;PG3;0,7780;0,0000;0,0000;0,7780;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11051;TR11051;09/08/19;;PG3;1,5340;0,0000;0,0000;1,5340;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11052;TR11052;10/08/19;;PG3;1,5520;0,0000;0,0000;1,5520;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11053;TR11053;10/08/19;;PG3;1,7710;0,0000;0,0000;1,7710;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11054;TR11054;10/08/19;;PG3;1,7920;0,0000;0,0000;1,7920;;
21/22;ORIENTAL;Cherraa;MAD;MAD1;11057;TR11057;02/06/19;;PG6;1,4560;0,0000;0,0000;1,4560;;
21/22;ORIENTAL;Cherraa;ORA;ORA2;11060;TR11060;27/06/18;25/06/23;PG3;1,6510;0,0000;0,0000;1,6510;;
21/22;ORIENTAL;Cherraa;ORA;ORA2;11061;TR11061;28/06/18;25/06/23;PG3;2,2660;0,0000;0,0000;2,2660;;
21/22;ORIENTAL;Cherraa;ORA;ORA2;11062;TR11062;09/06/18;27/06/23;PG3;1,0630;0,0000;0,0000;1,0630;;
21/22;ORIENTAL;Cherraa;ORA;ORA2;11063;TR11063;29/06/18;27/06/23;PG3;2,2240;0,0000;0,0000;2,2240;;
21/22;ORIENTAL;Cherraa;ORA;ORA2;11064;TR11064;11/08/18;28/06/23;PG3;1,7590;0,0000;0,0000;1,7590;;
21/22;ORIENTAL;Cherraa;ORA;ORA2;11065;TR11065;12/08/18;28/06/23;PG3;1,4080;0,0000;0,0000;1,4080;;
21/22;ORIENTAL;Cherraa;SPA;SPA1;11059;TR11059;02/06/21;01/01/50;PG3;0,9297;0,0000;0,0000;0,9297;;
21/22;SOUSS;Ouled Teima;AF;AF1;11010;TR11010;01/06/22;;PG7;0,4000;2,6925;0,0000;2,6925;;
21/22;SOUSS;Ouled Teima;AF;AF1;11030;TR11030;01/07/16;;PG5;1,6154;0,0000;0,0000;1,6154;;
21/22;SOUSS;Ouled Teima;AF;AF1;11040;TR11030;01/07/16;;PG5;1,5394;0,0000;0,0000;1,5394;;
21/22;SOUSS;Ouled Teima;AF;AF1;12010;TR12010;01/06/22;;PG7;0,4000;2,1309;0,0000;2,1309;;
21/22;SOUSS;Ouled Teima;CLA;CLA15;11010;TR11010;10/06/09;31/01/22;PG6;2,8538;0,0000;2,8538;0,4000;;
21/22;SOUSS;Ouled Teima;CLA;CLA15;12010;TR12010;11/06/09;31/01/22;PG6;2,3465;0,0000;2,3465;0,4000;;
21/22;SOUSS;Ouled Teima;SPA;SPA1;12050;TR12050;07/10/21;;PG7;0,4000;0,6592;0,0000;0,6592;;
21/22;SOUSS;Ouled Teima;SPA;SPA11;12060;N/A;12/09/22;;PG6;0,4000;0,7251;0,0000;0,7251;;
21/22;SOUSS;Taroudant;AF;AF1;11010;TR11010;01/03/22;;PG5;0,4000;3,0348;0,0000;3,0348;;
21/22;SOUSS;Taroudant;CLA;CLA14;11020;TR11020;20/11/07;;PG5;3,3078;0,0000;0,0000;3,3078;;
21/22;SOUSS;Taroudant;CLA;CLA14;11020;TR11020;20/11/07;31/05/22;PG5;0,4000;3,3078;3,3078;0,4000;;
21/22;SOUSS;Taroudant;MAD;MAD3;11030;TR11030;01/06/22;;PG5;0,4000;0,7652;0,0000;0,7652;;
21/22;SOUSS;Taroudant;NOA;NOA1;11010;TR11010;25/11/07;28/02/22;PG5;3,2292;0,0000;3,2292;0,4000;;
21/22;SOUSS;Qrarma;AF;AF1;11010;TR11010;01/04/20;30/09/50;PG6;2,0239;0,0000;0,0000;2,0239;;
21/22;SOUSS;Qrarma;AF;AF1;11030;TR11030;18/06/21;30/09/50;PG7;2,8987;0,0000;0,0000;2,8987;;
21/22;SOUSS;Qrarma;AF;AF1;11040;TR11010;01/04/20;30/09/50;PG6;1,1132;0,0000;0,0000;1,1132;;
21/22;SOUSS;Qrarma;AF;AF1;11090;TR11090;01/04/20;30/09/50;PG4;0,7802;0,0000;0,0000;0,7802;;
21/22;SOUSS;Qrarma;AF;AF1;11110;TR11010;01/04/20;30/09/50;PG2;1,5683;0,0000;0,0000;1,5683;;
21/22;SOUSS;Qrarma;AF;AF1;11120;TR11121;01/06/21;30/09/50;PG6;3,3858;0,0000;0,0000;3,3858;;
21/22;SOUSS;Qrarma;AF;AF1;21130;TR21130;18/06/21;30/09/50;PG7;3,1087;0,0000;0,0000;3,1087;;
21/22;SOUSS;Qrarma;AF;AF1;41030;TR41040;01/02/22;30/09/50;PG7;0,4000;1,2784;0,0000;1,2784;;
21/22;SOUSS;Qrarma;AF;AF1;41040;TR41040;01/02/22;30/09/50;PG7;0,4000;2,5516;0,0000;2,5516;;
21/22;SOUSS;Qrarma;CLA;CLA1;41030;TR41040;02/07/17;31/01/22;PG7;1,2784;0,0000;1,2784;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA1;41040;TR41040;02/07/17;31/01/22;PG7;2,5516;0,0000;2,5516;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA1;41060;TR41060;01/11/19;30/09/50;PG6;0,9186;0,0000;0,0000;0,9186;;
21/22;SOUSS;Qrarma;CLA;CLA4;51070;TR51070;02/07/17;30/09/50;PG7;3,8107;0,0000;0,0000;3,8107;;
21/22;SOUSS;Qrarma;CLA;CLA6;11020;TR11020;02/07/17;30/09/65;PG7;3,3010;0,0000;0,0000;3,3010;;
21/22;SOUSS;Qrarma;CLA;CLA9;21100;TR21100;10/08/15;31/05/22;PG6;1,8643;0,0000;1,8643;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA14;31110;TR31110;01/10/10;30/09/50;PG7;1,6973;0,0000;0,0000;1,6973;;
21/22;SOUSS;Qrarma;CLA;CLA14;31120;TR31120;02/05/09;30/09/50;PG6;2,7355;0,0000;0,0000;2,7355;;
21/22;SOUSS;Qrarma;CLA;CLA14;31130;TR31130;01/10/10;30/09/50;PG6;1,2355;0,0000;0,0000;1,2355;;
21/22;SOUSS;Qrarma;CLA;CLA14;41070;TR41070;30/04/09;31/01/22;PG6;2,9725;0,0000;2,9725;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA14;41080;TR41080;30/04/09;30/09/50;PG6;1,0947;0,0000;0,0000;1,0947;;
21/22;SOUSS;Qrarma;CLA;CLA14;41090;TR41090;30/04/09;30/09/50;PG6;1,4813;0,0000;0,0000;1,4813;;
21/22;SOUSS;Qrarma;CLA;CLA14;41100;TR41070;30/04/09;31/01/22;PG6;1,7722;0,0000;1,7722;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA14;41100;TR41100;30/04/09;30/09/50;PG6;1,4544;0,0000;0,0000;1,4544;;
21/22;SOUSS;Qrarma;CLA;CLA14;41110;TR41110;01/10/10;30/09/50;PG7;1,1797;0,0000;0,0000;1,1797;;
21/22;SOUSS;Qrarma;CLA;CLA14;51010;TR51040;02/06/09;30/09/50;PG6;0,8048;0,0000;0,0000;0,8048;;
21/22;SOUSS;Qrarma;CLA;CLA14;51030;TR51050;28/08/09;30/09/50;PG7;0,7110;0,0000;0,0000;0,7110;;
21/22;SOUSS;Qrarma;CLA;CLA14;51040;TR51040;03/06/09;30/09/50;PG6;2,4137;0,0000;0,0000;2,4137;;
21/22;SOUSS;Qrarma;CLA;CLA14;51050;TR51050;01/10/10;30/09/50;PG7;0,7542;0,0000;0,0000;0,7542;;
21/22;SOUSS;Qrarma;CLA;CLA15;21010;TR21010;28/03/10;30/09/50;PG7;1,1950;0,0000;0,0000;1,1950;;
